payment_id,order_id,expected_status,expected_exception_type,expected_action,expected_root_cause,notes
PAY_10033,ORD_50033,EXCEPTION,AMOUNT_MISMATCH,HUMAN_REVIEW,UNEXPLAINED_AMOUNT_DIFFERENCE,Settlement amount is 150.00 lower than expected after fees
PAY_10034,ORD_50034,EXCEPTION,REFERENCE_MISMATCH,HUMAN_REVIEW,REFERENCE_MISMATCH_DETECTED,"Payment ID altered in settlement record, but order reference and amount correspond"
PAY_10035,ORD_50035,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10036,ORD_50036,EXCEPTION,UNKNOWN,HUMAN_REVIEW,AMBIGUOUS_ANOMALY,Ambiguous financial state: negative fee and settlement amount exceeds payment
PAY_10037,ORD_50037,EXCEPTION,UNKNOWN,HUMAN_REVIEW,AMBIGUOUS_ANOMALY,Ambiguous financial state: negative fee and settlement amount exceeds payment
PAY_10038,ORD_50038,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10039,ORD_50039,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10040,ORD_50040,EXCEPTION,MISSING_SETTLEMENT,HUMAN_REVIEW,UNSETTLED_TRANSACTION,Payment exists in payments.csv but has no settlement record in settlements.csv
PAY_10041,ORD_50041,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10042,ORD_50042,EXCEPTION,AMOUNT_MISMATCH,HUMAN_REVIEW,UNEXPLAINED_AMOUNT_DIFFERENCE,Settlement amount is 100.00 lower than expected after fees
PAY_10043,ORD_50043,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10044,ORD_50044,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10045,ORD_50045,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10046,ORD_50046,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10047,ORD_50047,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10048,ORD_50048,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10049,ORD_50049,MATCHED,None,AUTO_RESOLVE,STANDARD_SETTLEMENT,Standard match: payment equals settlement plus processing fee
PAY_10050,ORD_50050,EXCEPTION,DUPLICATE,HUMAN_REVIEW,DUPLICATE_SETTLEMENT_RECORD,Multiple settlement records exist for single payment ID
